x_value,total_1,total_2
3827,5236,2997
3828,5234,3000
3829,5241,3000
3830,5239,2996
3831,5237,3001
3832,5245,3004
3833,5252,3002
3834,5249,3004
3835,5254,3000
3836,5252,3000
3837,5257,2997
3838,5251,3000
3839,5253,2995
3840,5257,2999
3841,5258,2994
3842,5258,2997
3843,5256,3001
3844,5261,2999
3845,5257,3004
3846,5252,3003
3847,5247,3001
3848,5246,3006
3849,5251,3008
3850,5255,3005
3851,5254,3008
3852,5260,3009
3853,5258,3006
3854,5261,3011
3855,5264,3015
3856,5272,3020
3857,5272,3018
3858,5272,3019
3859,5278,3016
3860,5272,3014
3861,5266,3015
3862,5265,3015
3863,5261,3012
3864,5267,3016
3865,5267,3021
3866,5269,3027
3867,5265,3025
3868,5266,3025
3869,5267,3021
3870,5271,3020
3871,5269,3019
3872,5273,3018
3873,5271,3015
3874,5278,3018
3875,5273,3021
3876,5269,3017
3877,5273,3023
3878,5267,3026
3879,5273,3029
3880,5271,3035
3881,5266,3034
3882,5273,3037
3883,5267,3043
3884,5272,3042
3885,5269,3040
3886,5272,3037
3887,5277,3043
3888,5274,3049
3889,5282,3046
3890,5290,3047
3891,5296,3049
3892,5291,3046
3893,5285,3050
3894,5284,3055
3895,5279,3061
3896,5281,3063
3897,5285,3065
3898,5287,3063
3899,5286,3068
3900,5285,3070
3901,5283,3071
3902,5287,3072
3903,5293,3071
3904,5294,3077
3905,5298,3077
3906,5306,3075
3907,5301,3076
3908,5298,3082
3909,5303,3085
3910,5302,3080
3911,5299,3078
3912,5300,3081
3913,5294,3087
3914,5290,3090
3915,5297,3092
3916,5304,3096
3917,5298,3096
3918,5302,3098
3919,5299,3096
3920,5307,3092
3921,5311,3094
3922,5316,3092
3923,5312,3088
3924,5316,3087
3925,5315,3092
3926,5315,3089
3927,5313,3085
3928,5321,3090
3929,5316,3092
3930,5313,3090
3931,5319,3092
3932,5327,3098
3933,5330,3101
3934,5338,3106
3935,5332,3109
3936,5326,3105
3937,5334,3110
3938,5340,3108
3939,5341,3112
3940,5339,3118
3941,5342,3117
3942,5343,3117
3943,5343,3112
3944,5339,3117
3945,5334,3120
3946,5336,3115
3947,5340,3116
3948,5345,3118
3949,5347,3121
3950,5347,3117
3951,5344,3121
3952,5340,3121
3953,5346,3118
3954,5348,3114
3955,5353,3114
3956,5360,3109
3957,5358,3114
3958,5361,3113
3959,5362,3109
3960,5363,3107
3961,5369,3104
3962,5373,3099
3963,5376,3099
3964,5376,3104
3965,5372,3102
3966,5373,3098
3967,5370,3097
3968,5370,3096
3969,5377,3094
3970,5373,3097
3971,5371,3095
3972,5366,3094
3973,5373,3100
3974,5367,3105
3975,5370,3105
3976,5370,3101
3977,5366,3101
3978,5361,3106
3979,5362,3104
3980,5370,3101
3981,5378,3099
3982,5374,3100
3983,5382,3102
3984,5378,3106
3985,5375,3111
3986,5381,3112
3987,5382,3110
3988,5378,3114
3989,5376,3111
3990,5371,3113
3991,5377,3115
3992,5384,3119
3993,5384,3115
3994,5386,3110
3995,5391,3107
3996,5386,3112
3997,5392,3112
3998,5397,3111
3999,5401,3113
4000,5403,3114
4001,5408,3115
4002,5414,3120
4003,5416,3119
4004,5421,3118
4005,5422,3120
4006,5430,3123
4007,5438,3127
4008,5440,3122
4009,5442,3119
4010,5442,3115
4011,5445,3112
4012,5442,3114
4013,5447,3117
4014,5443,3112
4015,5437,3110
4016,5445,3109
4017,5449,3105
4018,5449,3100
4019,5453,3100
4020,5452,3103
4021,5447,3100
4022,5444,3103
4023,5440,3104
4024,5440,3104
4025,5441,3103
4026,5438,3107
4027,5436,3103
4028,5444,3102
4029,5441,3102
4030,5444,3099
4031,5451,3098
4032,5450,3097
4033,5452,3093
4034,5454,3095
4035,5448,3098
4036,5448,3097
4037,5452,3102
4038,5453,3099
4039,5451,3105
4040,5446,3101
4041,5444,3104
4042,5449,3109
4043,5454,3106
4044,5461,3111
4045,5465,3113
4046,5461,3109
4047,5469,3115
4048,5468,3116
4049,5466,3118
4050,5467,3123
4051,5463,3128
4052,5469,3134
4053,5475,3138
4054,5480,3143
4055,5487,3147
4056,5492,3143
4057,5487,3143
4058,5493,3143
4059,5498,3144
4060,5492,3140
4061,5498,3140
4062,5506,3136
4063,5503,3136
4064,5500,3139
4065,5507,3144
4066,5503,3143
4067,5505,3145
4068,5511,3145
4069,5513,3143
4070,5516,3145
4071,5518,3148
4072,5515,3149
4073,5519,3149
4074,5514,3146
4075,5512,3151
4076,5516,3150
4077,5519,3151
4078,5521,3156
4079,5519,3157
4080,5525,3161
4081,5531,3162
4082,5533,3168
4083,5539,3170
4084,5539,3169
4085,5546,3170
4086,5544,3173
4087,5552,3175
4088,5554,3173
4089,5557,3179
4090,5555,3183
4091,5549,3184
4092,5545,3179
4093,5543,3183
4094,5544,3189
4095,5552,3189
4096,5548,3185
4097,5544,3187
4098,5546,3190
4099,5553,3188
4100,5560,3187
4101,5559,3184
4102,5555,3184
4103,5555,3189
4104,5554,3187
4105,5555,3183
4106,5554,3189
4107,5548,3186
4108,5542,3188
4109,5537,3194
4110,5537,3193
4111,5535,3188
4112,5531,3194
4113,5530,3196
4114,5526,3198
4115,5529,3200
4116,5534,3200
4117,5537,3195
4118,5537,3192
4119,5538,3196
4120,5535,3198
4121,5536,3201
4122,5536,3197
4123,5539,3194
4124,5537,3189
4125,5532,3184
4126,5537,3185
4127,5533,3188
4128,5538,3190
4129,5541,3187
4130,5543,3185
4131,5551,3191
4132,5558,3190
4133,5554,3189
4134,5556,3191
4135,5563,3196
4136,5569,3192
4137,5567,3196
4138,5573,3201
4139,5575,3196
4140,5570,3196
4141,5568,3202
4142,5575,3206
4143,5581,3202
4144,5575,3202
4145,5578,3206
4146,5573,3203
4147,5579,3209
4148,5577,3210
4149,5574,3208
4150,5573,3214
4151,5578,3209
4152,5586,3211
4153,5581,3213
4154,5587,3210
4155,5585,3214
4156,5590,3213
4157,5588,3209
4158,5590,3207
4159,5594,3210
4160,5590,3208
4161,5589,3206
4162,5589,3210
4163,5585,3206
4164,5581,3209
4165,5584,3207
4166,5582,3203
4167,5579,3207
4168,5577,3206
4169,5572,3206
4170,5572,3208
4171,5567,3212
4172,5574,3213
4173,5582,3212
4174,5588,3209
4175,5586,3208
4176,5584,3211
4177,5585,3214
4178,5584,3216
4179,5585,3215
4180,5587,3212
4181,5586,3212
4182,5591,3207
4183,5587,3212
4184,5585,3218
4185,5585,3217
4186,5592,3213
4187,5587,3212
4188,5590,3216
4189,5585,3217
4190,5592,3218
4191,5595,3220
4192,5590,3221
4193,5586,3227
4194,5587,3229
4195,5582,3224
4196,5577,3220
4197,5582,3218
4198,5584,3223
4199,5579,3228
4200,5581,3225
4201,5576,3225
4202,5581,3220
4203,5589,3223
4204,5597,3219
4205,5597,3217
4206,5596,3216
4207,5598,3219
4208,5604,3214
4209,5610,3214
4210,5611,3216
4211,5606,3214
4212,5606,3217
4213,5613,3221
4214,5612,3226
4215,5609,3230
4216,5617,3226
4217,5616,3221
4218,5612,3227
4219,5610,3228
4220,5618,3226
4221,5621,3227
4222,5628,3226
4223,5624,3232
4224,5632,3231
4225,5634,3235
4226,5635,3241
4227,5641,3243
4228,5644,3241
4229,5638,3237
4230,5640,3238
4231,5645,3240
4232,5645,3237
4233,5641,3238
4234,5647,3240
4235,5643,3240
4236,5647,3235
4237,5654,3233
4238,5656,3229
4239,5650,3231
4240,5652,3226
4241,5649,3225
4242,5655,3225
4243,5655,3223
4244,5662,3223
4245,5669,3227
4246,5668,3233
4247,5672,3234
4248,5676,3240
4249,5678,3245
4250,5676,3245
4251,5684,3240
4252,5692,3243
4253,5689,3249
4254,5683,3249
4255,5685,3251
4256,5683,3246
4257,5684,3252
4258,5689,3249
4259,5688,3254
4260,5695,3252
4261,5691,3248
4262,5694,3244
4263,5697,3247
4264,5705,3248
4265,5708,3243
4266,5715,3249
4267,5721,3248
4268,5720,3249
4269,5714,3248
4270,5718,3251
4271,5726,3255
4272,5724,3254
4273,5732,3254
4274,5732,3249
4275,5732,3247
4276,5738,3251
4277,5740,3255
4278,5735,3258
4279,5730,3263
4280,5733,3260
4281,5732,3262
4282,5739,3264
4283,5741,3260
4284,5743,3258
4285,5750,3264
4286,5750,3264
4287,5757,3270
4288,5764,3269
4289,5766,3274
4290,5760,3277
4291,5764,3273
4292,5772,3270
4293,5777,3275
4294,5772,3273
4295,5778,3269
4296,5782,3275
4297,5781,3276
4298,5782,3273
4299,5787,3269
4300,5787,3264
4301,5786,3259
4302,5791,3265
4303,5796,3270
4304,5796,3265
4305,5792,3264
4306,5798,3270
4307,5798,3272
4308,5795,3273
4309,5796,3274
4310,5795,3273
4311,5802,3278
4312,5801,3275
4313,5797,3275
4314,5805,3275
4315,5804,3275
4316,5807,3270
4317,5806,3265
4318,5807,3261
4319,5811,3263
4320,5809,3260
4321,5810,3256
4322,5815,3256
4323,5812,3253
4324,5812,3252
4325,5820,3254
4326,5820,3255
4327,5822,3253
4328,5823,3250
4329,5823,3253
4330,5828,3257
4331,5831,3258
4332,5836,3260
4333,5833,3261
4334,5835,3261
4335,5841,3260
4336,5845,3264
4337,5847,3267
4338,5853,3273
4339,5851,3278
4340,5850,3276
4341,5857,3271
4342,5855,3266
4343,5853,3267
4344,5856,3270
4345,5856,3270
4346,5856,3276
4347,5864,3274
4348,5869,3276
4349,5866,3271
4350,5861,3266
4351,5863,3264
4352,5866,3262
4353,5874,3265
4354,5871,3270
4355,5874,3271
4356,5875,3273
4357,5883,3279
4358,5890,3277
4359,5893,3282
4360,5891,3283
4361,5890,3288
4362,5893,3289
4363,5898,3288
4364,5901,3284
4365,5896,3290
4366,5895,3286
4367,5896,3290
4368,5902,3292
4369,5902,3294
4370,5899,3291
4371,5905,3294
4372,5906,3296
4373,5914,3297
4374,5913,3297
4375,5910,3297
4376,5915,3298
4377,5918,3299
4378,5919,3303
4379,5917,3299
4380,5917,3299
4381,5915,3301
4382,5913,3303
4383,5908,3299
4384,5906,3295
4385,5907,3298
4386,5903,3296
4387,5905,3294
4388,5905,3298
4389,5905,3297
4390,5913,3293
4391,5916,3294
4392,5924,3297
4393,5920,3303
4394,5917,3305
4395,5912,3307
4396,5914,3302
4397,5910,3307
4398,5906,3305
4399,5903,3302
4400,5898,3303
4401,5894,3304
4402,5892,3301
4403,5888,3305
4404,5883,3303
4405,5882,3309
4406,5885,3314
4407,5891,3315
4408,5887,3312
4409,5886,3316
4410,5880,3321
4411,5883,3324
4412,5891,3324
4413,5888,3322
4414,5890,3327
4415,5888,3328
4416,5892,3328
4417,5887,3333
4418,5888,3337
4419,5884,3333
4420,5882,3337
4421,5886,3334
4422,5889,3333
4423,5887,3333
4424,5890,3329
4425,5889,3334
4426,5883,3339
4427,5877,3339
4428,5883,3341
4429,5891,3340
4430,5887,3339
4431,5894,3344
4432,5892,3341
4433,5896,3342
4434,5894,3338
4435,5891,3338
4436,5892,3344
4437,5889,3344
4438,5889,3344
4439,5892,3345
4440,5895,3342
4441,5901,3344
4442,5900,3349
4443,5906,3354
4444,5909,3355
4445,5910,3358
4446,5905,3356
4447,5900,3353
4448,5895,3352
4449,5900,3357
4450,5901,3360
4451,5905,3361
4452,5909,3356
4453,5905,3359
4454,5902,3355
4455,5910,3360
4456,5916,3358
4457,5913,3355
4458,5920,3359
4459,5926,3365
4460,5934,3368
4461,5942,3369
4462,5936,3373
4463,5938,3372
4464,5942,3370
4465,5948,3365
4466,5944,3367
4467,5943,3370
4468,5944,3375
4469,5946,3380
4470,5947,3376
4471,5946,3372
4472,5946,3368
4473,5950,3369
4474,5948,3373
4475,5947,3375
4476,5946,3377
4477,5954,3373
4478,5949,3368
4479,5949,3364
4480,5953,3367
4481,5949,3373
4482,5947,3370
4483,5946,3368
4484,5944,3369
4485,5951,3367
4486,5958,3370
4487,5955,3369
4488,5957,3366
4489,5964,3364
4490,5972,3365
4491,5973,3368
4492,5979,3368
4493,5983,3366
4494,5978,3369
4495,5984,3369
4496,5984,3370
4497,5978,3366
4498,5985,3365
4499,5983,3362
4500,5986,3365
4501,5984,3365
4502,5981,3368
4503,5978,3372
4504,5986,3369
4505,5980,3369
4506,5976,3371
4507,5982,3375
4508,5978,3371
4509,5981,3368
4510,5980,3369
4511,5975,3364
4512,5972,3363
4513,5976,3366
4514,5975,3366
4515,5969,3371
4516,5974,3371
4517,5979,3374
4518,5982,3371
4519,5980,3368
4520,5983,3363
4521,5981,3368
4522,5989,3373
4523,5990,3368
4524,5986,3374
4525,5980,3373
4526,5975,3368
4527,5977,3366
4528,5985,3372
4529,5983,3376
4530,5979,3374
4531,5987,3380
4532,5990,3382
4533,5995,3379
4534,5994,3385
4535,5996,3383
4536,6000,3378
4537,6007,3384
4538,6010,3381
4539,6004,3378
4540,6004,3379
4541,6002,3375
4542,6006,3371
4543,6004,3375
4544,5999,3371
4545,5998,3377
4546,6006,3378
4547,6008,3378
4548,6002,3376
4549,6003,3371
4550,6007,3377
4551,6013,3377
4552,6010,3375
4553,6006,3381
4554,6011,3377
4555,6011,3382
4556,6013,3381
4557,6017,3386
4558,6013,3388
4559,6009,3391
4560,6007,3388
4561,6004,3386
4562,6011,3391
4563,6012,3393
4564,6016,3391
4565,6019,3392
4566,6027,3392
4567,6028,3395
4568,6030,3391
4569,6033,3389
4570,6028,3393
4571,6027,3397
4572,6033,3399
4573,6040,3403
4574,6040,3407
4575,6036,3413
4576,6043,3409
4577,6037,3408
4578,6039,3408
4579,6036,3409
4580,6042,3414
4581,6049,3420
4582,6057,3420
4583,6062,3426
4584,6070,3431
4585,6074,3437
4586,6079,3439
4587,6086,3445
4588,6086,3447
4589,6085,3444
4590,6081,3449
4591,6086,3446
4592,6080,3443
4593,6077,3445
4594,6075,3451
4595,6081,3457
4596,6078,3463
4597,6075,3458
4598,6081,3455
4599,6075,3460
4600,6075,3466
4601,6072,3472
4602,6070,3478
4603,6070,3474
4604,6077,3480
4605,6082,3476
4606,6082,3481
4607,6080,3480
4608,6079,3480
4609,6081,3486
4610,6087,3490
4611,6094,3496
4612,6088,3502
4613,6086,3501
4614,6088,3498
4615,6083,3503
4616,6077,3504
4617,6075,3506
4618,6083,3503
4619,6082,3504
4620,6078,3508
4621,6075,3513
4622,6073,3511
4623,6079,3506
4624,6087,3504
4625,6095,3508
4626,6101,3503
4627,6105,3502
4628,6106,3507
4629,6101,3511
4630,6108,3517
4631,6112,3520
4632,6119,3520
4633,6115,3518
4634,6115,3520
4635,6123,3521
4636,6131,3523
4637,6139,3523
4638,6137,3518
4639,6132,3524
4640,6131,3524
4641,6134,3520
4642,6140,3515
4643,6137,3510
4644,6140,3506
4645,6148,3508
4646,6142,3512
4647,6142,3517
4648,6139,3516
4649,6133,3515
4650,6129,3513
4651,6136,3514
4652,6131,3513
4653,6138,3515
4654,6143,3518
4655,6146,3522
4656,6148,3524
4657,6152,3526
4658,6148,3522
4659,6146,3528
4660,6147,3527
4661,6147,3526
4662,6154,3524
4663,6150,3525
4664,6152,3525
4665,6154,3529
4666,6156,3526
4667,6162,3529
4668,6156,3527
4669,6157,3530
4670,6153,3533
4671,6155,3528
4672,6160,3533
4673,6168,3538
4674,6170,3540
4675,6168,3542
4676,6162,3540
4677,6162,3536
4678,6161,3533
4679,6156,3534
4680,6160,3530
4681,6162,3535
4682,6162,3532
4683,6159,3529
4684,6154,3529
4685,6161,3526
4686,6169,3528
4687,6169,3526
4688,6169,3529
4689,6171,3525
4690,6168,3525
4691,6168,3526
4692,6162,3530
4693,6162,3528
4694,6164,3528
4695,6160,3526
4696,6165,3524
4697,6168,3519
4698,6173,3520
4699,6176,3521
4700,6179,3524
4701,6185,3519
4702,6181,3514
4703,6187,3513
4704,6185,3510
4705,6181,3507
4706,6179,3505
4707,6174,3504
4708,6177,3510
4709,6179,3510
4710,6177,3509
4711,6184,3514
4712,6186,3512
4713,6189,3507
4714,6186,3511
4715,6188,3514
4716,6191,3510
4717,6186,3512
4718,6187,3510
4719,6183,3515
4720,6181,3518
4721,6188,3522
4722,6193,3521
4723,6197,3519
4724,6192,3514
4725,6189,3515
4726,6186,3513
4727,6194,3508
4728,6198,3513
4729,6202,3517
4730,6202,3518
4731,6201,3514
4732,6202,3516
4733,6209,3512
4734,6208,3516
4735,6204,3522
4736,6201,3526
4737,6205,3525
4738,6201,3520
4739,6201,3519
4740,6204,3524
4741,6201,3528
4742,6208,3525
4743,6209,3528
4744,6206,3531
4745,6212,3532
4746,6220,3530
4747,6222,3531
4748,6230,3532
4749,6235,3531
4750,6235,3537
4751,6232,3534
4752,6232,3530
4753,6226,3529
4754,6220,3529
4755,6214,3533
4756,6219,3534
4757,6227,3536
4758,6233,3535
4759,6241,3530
4760,6236,3532
4761,6239,3531
4762,6247,3527
4763,6250,3525
4764,6254,3525
4765,6253,3520
4766,6253,3516
4767,6260,3513
4768,6255,3519
4769,6251,3514
4770,6259,3516
4771,6254,3521
4772,6258,3524
4773,6264,3524
4774,6263,3522
4775,6261,3528
4776,6257,3531
4777,6261,3526
4778,6263,3529
4779,6268,3533
4780,6264,3532
4781,6260,3538
4782,6256,3534
4783,6254,3530
4784,6261,3536
4785,6265,3531
4786,6272,3537
4787,6278,3536
4788,6285,3537
4789,6281,3536
4790,6276,3536
4791,6270,3533
4792,6276,3529
4793,6271,3528
4794,6279,3525
4795,6277,3525
4796,6272,3529
4797,6275,3531
4798,6272,3537
4799,6275,3534
4800,6275,3534
4801,6269,3540
4802,6276,3543
4803,6283,3542
4804,6283,3544
4805,6285,3542
4806,6290,3542
4807,6284,3548
4808,6280,3546
4809,6282,3550
4810,6282,3553
4811,6290,3553
4812,6293,3559
4813,6298,3554
4814,6300,3554
4815,6297,3557
4816,6302,3554
4817,6305,3550
4818,6310,3552
4819,6305,3558
4820,6312,3553
4821,6308,3554
4822,6304,3557
4823,6308,3555
4824,6309,3556
4825,6309,3555
4826,6312,3556
4827,6319,3558
4828,6326,3559
4829,6324,3561
4830,6331,3561
4831,6335,3564
4832,6335,3561
4833,6339,3557
4834,6347,3555
4835,6349,3552
4836,6356,3557
4837,6361,3562
4838,6361,3562
4839,6356,3567
4840,6354,3571
4841,6355,3572
4842,6359,3570
4843,6356,3568
4844,6350,3567
4845,6346,3573
4846,6343,3571
4847,6338,3573
4848,6340,3568
4849,6339,3569
4850,6338,3565
4851,6332,3564
4852,6334,3563
4853,6337,3562
4854,6331,3557
4855,6325,3563
4856,6329,3559
4857,6325,3562
4858,6319,3562
4859,6322,3564
4860,6327,3561
4861,6329,3564
4862,6326,3568
4863,6321,3573
4864,6321,3577
4865,6323,3582
4866,6323,3583
4867,6320,3582
4868,6327,3579
4869,6331,3578
4870,6336,3584
4871,6338,3579
4872,6340,3582
4873,6347,3577
4874,6350,3580
4875,6350,3577
4876,6347,3572
4877,6354,3573
4878,6356,3569
4879,6356,3566
4880,6364,3561
4881,6372,3561
4882,6372,3559
4883,6378,3558
4884,6380,3554
4885,6378,3555
4886,6378,3554
4887,6375,3556
4888,6381,3560
4889,6379,3566
4890,6373,3562
4891,6368,3560
4892,6374,3561
4893,6375,3567
4894,6369,3565
4895,6372,3564
4896,6374,3567
4897,6371,3570
4898,6374,3569
4899,6370,3570
4900,6371,3576
4901,6375,3573
4902,6375,3573
4903,6383,3571
4904,6378,3572
4905,6384,3570
4906,6389,3565
4907,6397,3568
4908,6396,3574
4909,6395,3579
4910,6389,3578
4911,6395,3584
4912,6397,3589
4913,6394,3595
4914,6394,3598
4915,6391,3595
4916,6386,3600
4917,6389,3598
4918,6383,3596
4919,6386,3594
4920,6382,3594
4921,6382,3595
4922,6379,3598
4923,6383,3602
4924,6386,3602
4925,6382,3604
4926,6376,3610
4927,6375,3610
4928,6381,3612
4929,6389,3617
4930,6383,3622
4931,6389,3628
4932,6395,3625
4933,6394,3630
4934,6389,3629
4935,6396,3629
4936,6396,3635
4937,6390,3640
4938,6393,3646
4939,6389,3652
4940,6393,3658
4941,6399,3658
4942,6401,3663
4943,6398,3665
4944,6394,3670
4945,6391,3668
4946,6390,3671
4947,6385,3666
4948,6384,3667
4949,6380,3663
4950,6381,3668
4951,6385,3664
4952,6387,3663
4953,6392,3666
4954,6390,3667
4955,6392,3665
4956,6397,3663
4957,6399,3665
4958,6405,3662
4959,6410,3663
4960,6408,3661
4961,6410,3656
4962,6412,3654
4963,6413,3650
4964,6408,3647
4965,6410,3650
4966,6408,3652
4967,6404,3656
4968,6410,3659
4969,6410,3664
4970,6414,3661
4971,6417,3660
4972,6413,3659
4973,6420,3659
4974,6427,3664
4975,6425,3664
4976,6430,3665
4977,6424,3666
4978,6424,3661
4979,6420,3663
4980,6428,3667
4981,6422,3666
4982,6419,3671
4983,6413,3669
4984,6407,3670
4985,6406,3672
4986,6401,3669
4987,6397,3670
4988,6396,3676
4989,6396,3671
4990,6393,3667
4991,6388,3669
4992,6388,3667
4993,6389,3667
4994,6391,3665
4995,6388,3670
4996,6385,3666
4997,6385,3664
4998,6392,3661
4999,6395,3656
5000,6395,3654
5001,6399,3658
5002,6398,3662
5003,6402,3665
5004,6399,3664
5005,6401,3670
5006,6400,3673
5007,6405,3677
5008,6409,3682
5009,6404,3677
5010,6399,3681
5011,6398,3681
5012,6395,3683
5013,6402,3680
5014,6400,3684
5015,6400,3689
5016,6405,3693
5017,6399,3697
5018,6401,3694
5019,6406,3691
5020,6412,3688
5021,6415,3687
5022,6420,3686
5023,6420,3681
5024,6419,3686
5025,6422,3683
5026,6426,3687
5027,6422,3682
5028,6425,3687
5029,6433,3691
5030,6429,3693
5031,6436,3690
5032,6441,3685
5033,6440,3688
5034,6445,3688
5035,6441,3689
5036,6449,3691
5037,6453,3687
5038,6447,3686
5039,6450,3683
5040,6446,3683
5041,6440,3683
5042,6447,3680
5043,6444,3683
5044,6444,3686
5045,6445,3690
5046,6441,3693
5047,6441,3696
5048,6437,3701
5049,6444,3704
5050,6450,3701
5051,6451,3706
5052,6451,3703
5053,6458,3701
5054,6459,3701
5055,6453,3706
5056,6451,3712
5057,6445,3711
5058,6445,3713
5059,6439,3715
5060,6435,3714
5061,6435,3709
5062,6435,3713
5063,6443,3715
5064,6437,3717
5065,6445,3713
5066,6448,3711
5067,6453,3709
5068,6447,3708
5069,6453,3707
5070,6449,3702
5071,6450,3698
5072,6454,3700
5073,6461,3696
5074,6458,3694
5075,6461,3690
5076,6465,3688
5077,6472,3692
5078,6472,3696
5079,6472,3697
5080,6473,3696
5081,6473,3691
5082,6469,3695
5083,6472,3692
5084,6467,3695
5085,6463,3690
5086,6471,3696
5087,6472,3697
5088,6478,3699
5089,6472,3702
5090,6480,3704
5091,6482,3709
5092,6476,3708
5093,6470,3713
5094,6470,3716
5095,6468,3711
5096,6467,3713
5097,6473,3715
5098,6471,3713
5099,6476,3719
5100,6480,3722
5101,6482,3728
5102,6490,3724
5103,6488,3727
5104,6491,3727
5105,6489,3724
5106,6491,3726
5107,6494,3721
5108,6497,3716
5109,6500,3720
5110,6495,3717
5111,6502,3718
5112,6507,3721
5113,6513,3721
5114,6507,3721
5115,6503,3725
5116,6501,3730
5117,6500,3734
5118,6499,3731
5119,6496,3735
5120,6490,3732
5121,6495,3735
5122,6493,3738
5123,6500,3742
5124,6500,3737
5125,6508,3739
5126,6502,3742
5127,6505,3740
5128,6509,3738
5129,6503,3733
5130,6511,3737
5131,6506,3740
5132,6501,3736
5133,6500,3736
5134,6498,3733
5135,6497,3735
5136,6496,3741
5137,6497,3745
5138,6493,3748
5139,6497,3753
5140,6493,3759
5141,6491,3754
5142,6491,3753
5143,6493,3758
5144,6500,3760
5145,6499,3765
5146,6506,3763
5147,6503,3765
5148,6501,3764
5149,6507,3763
5150,6512,3769
5151,6506,3771
5152,6503,3773
5153,6511,3774
5154,6513,3770
5155,6510,3775
5156,6505,3780
5157,6509,3784
5158,6514,3786
5159,6512,3787
5160,6515,3783
5161,6516,3783
5162,6521,3780
5163,6519,3779
5164,6527,3785
5165,6535,3784
5166,6541,3789
5167,6541,3787
5168,6542,3788
5169,6544,3789
5170,6539,3792
5171,6538,3795
5172,6539,3794
5173,6539,3795
5174,6544,3801
5175,6544,3807
5176,6543,3802
5177,6551,3798
5178,6548,3804
5179,6548,3802
5180,6544,3805
5181,6552,3809
5182,6554,3814
5183,6550,3810
5184,6552,3805
5185,6552,3807
5186,6546,3804
5187,6552,3805
5188,6549,3803
5189,6543,3804
5190,6551,3800
5191,6546,3797
5192,6552,3797
5193,6555,3798
5194,6558,3793
5195,6561,3791
5196,6562,3797
5197,6569,3793
5198,6566,3791
5199,6573,3796
5200,6577,3798
5201,6581,3799
5202,6581,3801
5203,6586,3802
5204,6593,3800
5205,6594,3797
5206,6599,3799
5207,6607,3796
5208,6610,3791
5209,6607,3786
5210,6611,3790
5211,6618,3785
5212,6620,3780
5213,6624,3780
5214,6631,3784
5215,6634,3790
5216,6631,3792
5217,6633,3788
5218,6629,3788
5219,6629,3786
5220,6628,3782
5221,6636,3783
5222,6630,3789
5223,6631,3788
5224,6639,3783
5225,6639,3788
5226,6638,3791
5227,6632,3792
5228,6634,3789
5229,6630,3790
5230,6638,3788
5231,6634,3792
5232,6632,3794
5233,6634,3797
5234,6630,3803
5235,6634,3798
5236,6628,3804
5237,6627,3808
5238,6626,3814
5239,6622,3820
5240,6626,3826
5241,6627,3831
5242,6631,3830
5243,6632,3829
5244,6637,3828
5245,6645,3829
5246,6640,3833
5247,6640,3835
5248,6640,3838
5249,6639,3834
5250,6639,3830
5251,6633,3827
5252,6640,3828
5253,6644,3829
5254,6643,3827
5255,6646,3832
5256,6642,3837
5257,6640,3839
5258,6634,3837
5259,6632,3833
5260,6626,3834
5261,6633,3834
5262,6633,3836
5263,6631,3838
5264,6626,3834
5265,6629,3840
5266,6623,3837
5267,6619,3841
5268,6617,3847
5269,6619,3852
5270,6616,3857
5271,6623,3859
5272,6627,3858
5273,6624,3856
5274,6632,3853
5275,6637,3851
5276,6638,3850
5277,6632,3854
5278,6636,3856
5279,6643,3858
5280,6639,3863
5281,6640,3864
5282,6640,3859
5283,6645,3855
5284,6652,3855
5285,6646,3856
5286,6652,3860
5287,6653,3865
5288,6657,3864
5289,6658,3864
5290,6654,3867
5291,6660,3862
5292,6654,3861
5293,6650,3865
5294,6650,3864
5295,6649,3861
5296,6653,3864
5297,6647,3864
5298,6650,3865
5299,6654,3867
5300,6649,3870
5301,6657,3870
5302,6663,3868
5303,6666,3869
5304,6668,3872
5305,6663,3872
5306,6665,3870
5307,6660,3868
5308,6661,3866
5309,6660,3864
5310,6662,3867
5311,6668,3871
5312,6671,3871
5313,6679,3874
5314,6676,3869
5315,6675,3872
5316,6669,3867
5317,6675,3869
5318,6673,3866
5319,6676,3871
5320,6684,3868
5321,6686,3867
5322,6686,3866
5323,6682,3868
5324,6690,3869
5325,6691,3864
5326,6691,3869
5327,6694,3868
5328,6694,3872
5329,6690,3870
5330,6696,3869
5331,6691,3872
5332,6697,3868
5333,6699,3873
5334,6702,3872
5335,6709,3878
5336,6704,3876
5337,6708,3876
5338,6708,3872
5339,6708,3867
5340,6710,3868
5341,6706,3872
5342,6703,3868
5343,6697,3865
5344,6705,3870
5345,6707,3865
5346,6708,3865
5347,6703,3865
5348,6708,3870
5349,6705,3865
5350,6704,3870
5351,6702,3870
5352,6703,3872
5353,6700,3877
5354,6696,3874
5355,6690,3876
5356,6694,3872
5357,6695,3873
5358,6690,3869
5359,6688,3872
5360,6683,3877
5361,6688,3876
5362,6687,3871
5363,6681,3870
5364,6681,3867
5365,6687,3865
5366,6682,3860
5367,6678,3861
5368,6672,3856
5369,6678,3856
5370,6686,3857
5371,6691,3862
5372,6696,3860
5373,6704,3858
5374,6712,3854
5375,6713,3855
5376,6719,3852
5377,6716,3853
5378,6719,3850
5379,6718,3851
5380,6722,3850
